SRVC_CD,SRVC_TYPE_CD,SRVC_CD_EFCTV_STRT_DT,SRVC_CD_EFCTV_END_DT,CPT_HCPCSELGBL_RISKADJSTMT_IND
G0317,03,2023-01-01,9999-12-31,N
G0318,03,2023-01-01,9999-12-31,N
G0320,03,2023-01-01,9999-12-31,N
G0321,03,2023-01-01,9999-12-31,N
G0322,03,2023-01-01,9999-12-31,N
G0323,03,2023-01-01,9999-12-31,N
G0330,03,2023-01-01,9999-12-31,N
G3002,03,2023-01-01,9999-12-31,Y
G3003,03,2023-01-01,9999-12-31,N
J0134,03,2023-01-01,9999-12-31,N
J0136,03,2023-01-01,9999-12-31,N
J0173,03,2023-01-01,9999-12-31,N
J0225,03,2023-01-01,9999-12-31,N
J0283,03,2023-01-01,9999-12-31,N
J0611,03,2023-01-01,2023-03-31,N
J0689,03,2023-01-01,9999-12-31,N
J0701,03,2023-01-01,9999-12-31,N
J0703,03,2023-01-01,9999-12-31,N
J0877,03,2023-01-01,9999-12-31,N
J0891,03,2023-01-01,9999-12-31,N
J0892,03,2023-01-01,9999-12-31,N
J0893,03,2023-01-01,9999-12-31,N
J0898,03,2023-01-01,9999-12-31,N
J0899,03,2023-01-01,9999-12-31,N
J1456,03,2023-01-01,9999-12-31,N
J1574,03,2023-01-01,9999-12-31,N
J1611,03,2023-01-01,9999-12-31,N
J1643,03,2023-01-01,9999-12-31,N
J2021,03,2023-01-01,9999-12-31,N
J2184,03,2023-01-01,9999-12-31,N
J2247,03,2023-01-01,9999-12-31,N
J2251,03,2023-01-01,9999-12-31,N
J2272,03,2023-01-01,9999-12-31,N
J2281,03,2023-01-01,9999-12-31,N
J2311,03,2023-01-01,9999-12-31,N
J2327,03,2023-01-01,9999-12-31,N
J2401,03,2023-01-01,9999-12-31,N
J2402,03,2023-01-01,9999-12-31,N
J3244,03,2023-01-01,9999-12-31,N
J3371,03,2023-01-01,9999-12-31,N
J3372,03,2023-01-01,9999-12-31,N
J9046,03,2023-01-01,9999-12-31,N
J9048,03,2023-01-01,9999-12-31,N
J9049,03,2023-01-01,9999-12-31,N
J9393,03,2023-01-01,9999-12-31,N
J9394,03,2023-01-01,9999-12-31,N
M0001,03,2023-01-01,9999-12-31,N
M0002,03,2023-01-01,9999-12-31,N
M0003,03,2023-01-01,2024-12-31,N
M0004,03,2023-01-01,9999-12-31,N
M0005,03,2023-01-01,9999-12-31,N
M1150,03,2023-01-01,9999-12-31,N
M1151,03,2023-01-01,9999-12-31,N
M1152,03,2023-01-01,9999-12-31,N
M1153,03,2023-01-01,9999-12-31,N
M1154,03,2023-01-01,2024-12-31,N
M1155,03,2023-01-01,2024-12-31,N
M1156,03,2023-01-01,2023-12-31,N
M1157,03,2023-01-01,2023-12-31,N
M1158,03,2023-01-01,2023-12-31,N
M1159,03,2023-01-01,9999-12-31,N
M1160,03,2023-01-01,9999-12-31,N
M1161,03,2023-01-01,9999-12-31,N
M1162,03,2023-01-01,9999-12-31,N
M1163,03,2023-01-01,9999-12-31,N
M1164,03,2023-01-01,9999-12-31,N
M1165,03,2023-01-01,9999-12-31,N
M1166,03,2023-01-01,9999-12-31,N
M1167,03,2023-01-01,9999-12-31,N
M1168,03,2023-01-01,9999-12-31,N
M1169,03,2023-01-01,9999-12-31,N
M1170,03,2023-01-01,9999-12-31,N
M1171,03,2023-01-01,9999-12-31,N
M1172,03,2023-01-01,9999-12-31,N
M1173,03,2023-01-01,9999-12-31,N
M1174,03,2023-01-01,9999-12-31,N
M1175,03,2023-01-01,9999-12-31,N
M1176,03,2023-01-01,9999-12-31,N
M1177,03,2023-01-01,9999-12-31,N
M1178,03,2023-01-01,9999-12-31,N
M1179,03,2023-01-01,9999-12-31,N
M1180,03,2023-01-01,9999-12-31,N
M1181,03,2023-01-01,9999-12-31,N
M1182,03,2023-01-01,9999-12-31,N
M1183,03,2023-01-01,9999-12-31,N
M1184,03,2023-01-01,9999-12-31,N
M1185,03,2023-01-01,9999-12-31,N
M1186,03,2023-01-01,9999-12-31,N
M1187,03,2023-01-01,9999-12-31,N
M1188,03,2023-01-01,9999-12-31,N
M1189,03,2023-01-01,9999-12-31,N
M1190,03,2023-01-01,9999-12-31,N
M1191,03,2023-01-01,9999-12-31,N
M1192,03,2023-01-01,9999-12-31,N
M1193,03,2023-01-01,9999-12-31,N
M1194,03,2023-01-01,9999-12-31,N
M1195,03,2023-01-01,9999-12-31,N
M1196,03,2023-01-01,9999-12-31,N
M1197,03,2023-01-01,9999-12-31,N
M1198,03,2023-01-01,9999-12-31,N
M1199,03,2023-01-01,9999-12-31,N
M1200,03,2023-01-01,9999-12-31,N
M1201,03,2023-01-01,9999-12-31,N
M1202,03,2023-01-01,9999-12-31,N
M1203,03,2023-01-01,9999-12-31,N
M1204,03,2023-01-01,9999-12-31,N
M1205,03,2023-01-01,9999-12-31,N
M1206,03,2023-01-01,9999-12-31,N
M1207,03,2023-01-01,9999-12-31,N
M1208,03,2023-01-01,9999-12-31,N
M1209,03,2023-01-01,9999-12-31,N
M1210,03,2023-01-01,9999-12-31,N
Q4262,03,2023-01-01,9999-12-31,N
Q4263,03,2023-01-01,9999-12-31,N
Q4264,03,2023-01-01,9999-12-31,N
Q5126,03,2023-01-01,9999-12-31,N
0164A,03,2022-12-08,2023-11-01,N
91316,03,2022-12-08,2023-11-01,N
81456,03,2023-01-01,9999-12-31,N
99418,03,2023-01-01,9999-12-31,N
0355U,03,2023-01-01,9999-12-31,N
0356U,03,2023-01-01,9999-12-31,N
0357U,03,2023-01-01,2023-10-01,N
0358U,03,2023-01-01,9999-12-31,N
0359U,03,2023-01-01,9999-12-31,N
0360U,03,2023-01-01,9999-12-31,N
0361U,03,2023-01-01,9999-12-31,N
0362U,03,2023-01-01,9999-12-31,N
0363U,03,2023-01-01,9999-12-31,N
81418,03,2023-01-01,9999-12-31,N
81441,03,2023-01-01,9999-12-31,N
81449,03,2023-01-01,9999-12-31,N
81451,03,2023-01-01,9999-12-31,N
84433,03,2023-01-01,9999-12-31,N
87467,03,2023-01-01,9999-12-31,N
87468,03,2023-01-01,9999-12-31,N
87469,03,2023-01-01,9999-12-31,N
87478,03,2023-01-01,9999-12-31,N
87484,03,2023-01-01,9999-12-31,N
0364U,03,2023-04-01,9999-12-31,N
0365U,03,2023-04-01,9999-12-31,N
0366U,03,2023-04-01,9999-12-31,N
0367U,03,2023-04-01,9999-12-31,N
0368U,03,2023-04-01,9999-12-31,N
0369U,03,2023-04-01,9999-12-31,N
0370U,03,2023-04-01,9999-12-31,N
0371U,03,2023-04-01,9999-12-31,N
0372U,03,2023-04-01,9999-12-31,N
0374U,03,2023-04-01,9999-12-31,N
0375U,03,2023-04-01,9999-12-31,N
0377U,03,2023-04-01,9999-12-31,N
0378U,03,2023-04-01,9999-12-31,N
0379U,03,2023-04-01,9999-12-31,N
0380U,03,2023-04-01,2025-01-01,N
0381U,03,2023-04-01,9999-12-31,N
0382U,03,2023-04-01,9999-12-31,N
0383U,03,2023-04-01,9999-12-31,N
0384U,03,2023-04-01,9999-12-31,N
0385U,03,2023-04-01,9999-12-31,N
0386U,03,2023-04-01,2023-10-01,N
0376U,03,2023-04-01,9999-12-31,N
0173A,03,2022-12-08,2023-11-01,N
91317,03,2022-12-08,2023-11-01,N
99329,03,2014-01-01,9999-12-31,N
99330,03,2014-01-01,9999-12-31,N
99331,03,2014-01-01,2023-01-01,N
99332,03,2014-01-01,2023-01-01,N
99333,03,2014-01-01,2023-01-01,N
99346,03,2023-01-01,9999-12-31,N
15778,03,2023-01-01,9999-12-31,Y
15853,03,2023-01-01,9999-12-31,N
15854,03,2023-01-01,9999-12-31,N
22860,03,2023-01-01,9999-12-31,N
30469,03,2023-01-01,9999-12-31,Y
33900,03,2023-01-01,9999-12-31,Y
33901,03,2023-01-01,9999-12-31,Y
33902,03,2023-01-01,9999-12-31,Y
33903,03,2023-01-01,9999-12-31,Y
33904,03,2023-01-01,9999-12-31,N
36836,03,2023-01-01,9999-12-31,Y
36837,03,2023-01-01,9999-12-31,Y
43290,03,2023-01-01,9999-12-31,Y
43291,03,2023-01-01,9999-12-31,Y
49591,03,2023-01-01,9999-12-31,Y
49592,03,2023-01-01,9999-12-31,Y
49593,03,2023-01-01,9999-12-31,Y
49594,03,2023-01-01,9999-12-31,Y
49595,03,2023-01-01,9999-12-31,Y
49596,03,2023-01-01,9999-12-31,Y
49613,03,2023-01-01,9999-12-31,Y
49614,03,2023-01-01,9999-12-31,Y
49615,03,2023-01-01,9999-12-31,Y
49616,03,2023-01-01,9999-12-31,Y
49617,03,2023-01-01,9999-12-31,Y
49618,03,2023-01-01,9999-12-31,Y
49621,03,2023-01-01,9999-12-31,Y
49622,03,2023-01-01,9999-12-31,Y
49623,03,2023-01-01,9999-12-31,Y
55867,03,2023-01-01,9999-12-31,Y
69729,03,2023-01-01,9999-12-31,Y
69730,03,2023-01-01,9999-12-31,Y
69728,03,2023-01-01,9999-12-31,Y
76883,03,2023-01-01,9999-12-31,N
92066,03,2023-01-01,9999-12-31,Y
93569,03,2023-01-01,9999-12-31,N
93573,03,2023-01-01,9999-12-31,N
93574,03,2023-01-01,9999-12-31,N
93575,03,2023-01-01,9999-12-31,N
95919,03,2023-01-01,9999-12-31,Y
96202,03,2023-01-01,9999-12-31,N
96203,03,2023-01-01,9999-12-31,N
98978,03,2023-01-01,9999-12-31,N
0373U,03,2023-04-01,9999-12-31,N
0738T,03,2023-01-01,9999-12-31,N
0739T,03,2023-01-01,9999-12-31,Y
0740T,03,2023-01-01,9999-12-31,N
0741T,03,2023-01-01,9999-12-31,N
0742T,03,2023-01-01,9999-12-31,N
0743T,03,2023-01-01,9999-12-31,N
0749T,03,2023-01-01,9999-12-31,N
0750T,03,2023-01-01,9999-12-31,N
0744T,03,2023-01-01,9999-12-31,Y
0745T,03,2023-01-01,9999-12-31,N
0746T,03,2023-01-01,9999-12-31,N
0747T,03,2023-01-01,9999-12-31,Y
0748T,03,2023-01-01,9999-12-31,Y
0751T,03,2023-01-01,9999-12-31,N
0752T,03,2023-01-01,9999-12-31,N
0753T,03,2023-01-01,9999-12-31,N
0754T,03,2023-01-01,9999-12-31,N
0755T,03,2023-01-01,9999-12-31,N
0756T,03,2023-01-01,9999-12-31,N
0757T,03,2023-01-01,9999-12-31,N
0758T,03,2023-01-01,9999-12-31,N
0759T,03,2023-01-01,9999-12-31,N
0760T,03,2023-01-01,9999-12-31,N
0761T,03,2023-01-01,9999-12-31,N
0762T,03,2023-01-01,9999-12-31,N
0763T,03,2023-01-01,9999-12-31,N
0764T,03,2023-01-01,9999-12-31,N
0765T,03,2023-01-01,9999-12-31,N
0766T,03,2023-01-01,9999-12-31,Y
0767T,03,2023-01-01,9999-12-31,N
0768T,03,2023-01-01,9999-12-31,N
0769T,03,2023-01-01,9999-12-31,N
0770T,03,2023-01-01,9999-12-31,N
0771T,03,2023-01-01,9999-12-31,N
0772T,03,2023-01-01,9999-12-31,N
0773T,03,2023-01-01,9999-12-31,N
0774T,03,2023-01-01,9999-12-31,N
0775T,03,2023-01-01,9999-12-31,N
0776T,03,2023-01-01,9999-12-31,Y
0777T,03,2023-01-01,9999-12-31,N
0778T,03,2023-01-01,9999-12-31,N
0779T,03,2023-01-01,9999-12-31,N
0780T,03,2023-01-01,9999-12-31,Y
0781T,03,2023-01-01,9999-12-31,Y
0782T,03,2023-01-01,9999-12-31,Y
0783T,03,2023-01-01,9999-12-31,N
0791T,03,2023-07-01,9999-12-31,N
0792T,03,2023-07-01,9999-12-31,N
0793T,03,2023-07-01,9999-12-31,Y
0794T,03,2023-07-01,9999-12-31,N
0795T,03,2023-07-01,9999-12-31,Y
0796T,03,2023-07-01,9999-12-31,Y
0797T,03,2023-07-01,9999-12-31,Y
0798T,03,2023-07-01,9999-12-31,Y
0799T,03,2023-07-01,9999-12-31,Y
0800T,03,2023-07-01,9999-12-31,Y
0801T,03,2023-07-01,9999-12-31,Y
0802T,03,2023-07-01,9999-12-31,Y
0803T,03,2023-07-01,9999-12-31,Y
0804T,03,2023-07-01,9999-12-31,Y
0805T,03,2023-07-01,9999-12-31,Y
0806T,03,2023-07-01,9999-12-31,Y
0807T,03,2023-07-01,9999-12-31,N
0808T,03,2023-07-01,9999-12-31,N
0809T,03,2023-07-01,9999-12-31,N
0810T,03,2023-07-01,9999-12-31,Y
0387U,03,2023-07-01,9999-12-31,N
0388U,03,2023-07-01,9999-12-31,N
0389U,03,2023-07-01,9999-12-31,N
0390U,03,2023-07-01,9999-12-31,N
0391U,03,2023-07-01,9999-12-31,N
0392U,03,2023-07-01,9999-12-31,N
0393U,03,2023-07-01,9999-12-31,N
0394U,03,2023-07-01,9999-12-31,N
0395U,03,2023-07-01,9999-12-31,N
0396U,03,2023-07-01,2024-10-01,N
0397U,03,2023-07-01,2023-10-01,N
0398U,03,2023-07-01,9999-12-31,N
0399U,03,2023-07-01,9999-12-31,N
0400U,03,2023-07-01,9999-12-31,N
0401U,03,2023-07-01,9999-12-31,N
0174A,03,2023-03-14,2023-11-01,N
A2019,03,2023-04-01,9999-12-31,N
A2020,03,2023-04-01,9999-12-31,N
A2021,03,2023-04-01,9999-12-31,N
A4341,03,2023-04-01,9999-12-31,N
A4342,03,2023-04-01,9999-12-31,N
A4560,03,2023-04-01,9999-12-31,N
A6590,03,2023-04-01,9999-12-31,N
A6591,03,2023-04-01,9999-12-31,N
A7049,03,2023-04-01,9999-12-31,N
C9145,03,2023-04-01,9999-12-31,N
C9146,03,2023-04-01,2023-06-30,N
C9147,03,2023-04-01,2023-06-30,N
C9148,03,2023-04-01,2023-06-30,N
C9149,03,2023-04-01,2023-06-30,N
E0677,03,2023-04-01,9999-12-31,N
E0711,03,2023-04-01,9999-12-31,N
E1905,03,2023-04-01,9999-12-31,N
J0208,03,2023-04-01,9999-12-31,N
J0218,03,2023-04-01,9999-12-31,N
J0612,03,2023-04-01,9999-12-31,N
J0613,03,2023-04-01,9999-12-31,N
J1411,03,2023-04-01,9999-12-31,N
J1449,03,2023-04-01,9999-12-31,N
J1747,03,2023-04-01,9999-12-31,N
J2403,03,2023-04-01,9999-12-31,N
J9196,03,2023-04-01,9999-12-31,N
J9294,03,2023-04-01,9999-12-31,N
J9296,03,2023-04-01,9999-12-31,N
J9297,03,2023-04-01,9999-12-31,N
K1035,03,2023-04-01,9999-12-31,N
L8678,03,2023-04-01,9999-12-31,N
M0010,03,2023-04-01,9999-12-31,N
Q4265,03,2023-04-01,9999-12-31,N
Q4266,03,2023-04-01,9999-12-31,N
Q4267,03,2023-04-01,9999-12-31,N
Q4268,03,2023-04-01,9999-12-31,N
Q4269,03,2023-04-01,9999-12-31,N
Q4270,03,2023-04-01,9999-12-31,N
Q4271,03,2023-04-01,9999-12-31,N
Q5127,03,2023-04-01,9999-12-31,N
Q5128,03,2023-04-01,9999-12-31,N
Q5129,03,2023-04-01,9999-12-31,N
Q5130,03,2023-04-01,9999-12-31,N
S9563,03,2023-04-01,9999-12-31,N
C9150,03,2023-07-01,2025-01-01,N
C9151,03,2023-07-01,2023-09-30,N
C9784,03,2023-07-01,9999-12-31,N
C9785,03,2023-07-01,9999-12-31,N
C9786,03,2023-07-01,2024-12-31,N
C9787,03,2023-07-01,9999-12-31,N
J0137,03,2023-07-01,9999-12-31,N
J0206,03,2023-07-01,9999-12-31,N
J0216,03,2023-07-01,9999-12-31,N
J0457,03,2023-07-01,9999-12-31,N
J0665,03,2023-07-01,9999-12-31,N
J0736,03,2023-07-01,9999-12-31,N
J0737,03,2023-07-01,9999-12-31,N
J1440,03,2023-07-01,9999-12-31,N
J1576,03,2023-07-01,9999-12-31,N
J1805,03,2023-07-01,9999-12-31,N
J1806,03,2023-07-01,9999-12-31,N
J1811,03,2023-07-01,9999-12-31,N
J1812,03,2023-07-01,9999-12-31,N
J1813,03,2023-07-01,9999-12-31,N
J1814,03,2023-07-01,9999-12-31,N
J1836,03,2023-07-01,9999-12-31,N
J1920,03,2023-07-01,9999-12-31,N
J1921,03,2023-07-01,9999-12-31,N
J1941,03,2023-07-01,9999-12-31,N
J1961,03,2023-07-01,9999-12-31,N
J2249,03,2023-07-01,9999-12-31,N
J2305,03,2023-07-01,9999-12-31,N
J2329,03,2023-07-01,9999-12-31,N
J2371,03,2023-07-01,9999-12-31,N
J2372,03,2023-07-01,9999-12-31,N
J2427,03,2023-07-01,9999-12-31,N
J2561,03,2023-07-01,9999-12-31,N
J2598,03,2023-07-01,9999-12-31,N
J2599,03,2023-07-01,9999-12-31,N
J2806,03,2023-07-01,2024-12-31,N
J7213,03,2023-07-01,9999-12-31,N
J9029,03,2023-07-01,9999-12-31,N
J9056,03,2023-07-01,9999-12-31,N
J9058,03,2023-07-01,2024-12-31,N
J9059,03,2023-07-01,2024-12-31,N
J9063,03,2023-07-01,9999-12-31,N
J9259,03,2023-07-01,2024-12-31,N
J9321,03,2024-01-01,9999-12-31,N
J9322,03,2023-07-01,9999-12-31,N
J9323,03,2023-07-01,9999-12-31,N
J9347,03,2023-07-01,9999-12-31,N
J9381,03,2023-07-01,9999-12-31,N
Q4272,03,2023-07-01,9999-12-31,N
Q4273,03,2023-07-01,9999-12-31,N
Q4274,03,2023-07-01,9999-12-31,N
Q4275,03,2023-07-01,9999-12-31,N
Q4276,03,2023-07-01,9999-12-31,N
Q4277,03,2023-07-01,2024-06-30,N
Q4278,03,2023-07-01,9999-12-31,N
Q4280,03,2023-07-01,9999-12-31,N
Q4281,03,2023-07-01,9999-12-31,N
Q4282,03,2023-07-01,9999-12-31,N
Q4283,03,2023-07-01,9999-12-31,N
Q4284,03,2023-07-01,9999-12-31,N
Q5131,03,2023-07-01,2024-12-31,N
0172A,03,2023-04-18,2023-11-01,N
0171A,03,2023-04-18,2023-11-01,N
0151A,03,2023-04-18,2023-11-01,N
0142A,03,2023-04-18,2023-11-01,N
0141A,03,2023-04-18,2023-11-01,N
0121A,03,2023-04-18,2023-11-01,N
P96l5,03,2023-01-01,9999-12-31,N
J0174,03,2023-07-06,9999-12-31,N
0402U,03,2023-10-01,9999-12-31,N
0403U,03,2023-10-01,9999-12-31,N
0404U,03,2023-10-01,9999-12-31,N
0405U,03,2023-10-01,9999-12-31,N
0406U,03,2023-10-01,9999-12-31,N
0407U,03,2023-10-01,9999-12-31,N
0408U,03,2023-10-01,9999-12-31,N
0409U,03,2023-10-01,9999-12-31,N
0410U,03,2023-10-01,9999-12-31,N
0411U,03,2023-10-01,9999-12-31,N
0412U,03,2023-10-01,9999-12-31,N
0413U,03,2023-10-01,9999-12-31,N
0414U,03,2023-10-01,9999-12-31,N
0415U,03,2023-10-01,9999-12-31,N
0416U,03,2023-10-01,2024-04-01,N
0417U,03,2023-10-01,9999-12-31,N
0418U,03,2023-10-01,9999-12-31,N
0419U,03,2023-10-01,9999-12-31,N
0019M,03,2023-10-01,9999-12-31,N
C9788,03,2023-10-01,2023-12-31,N
C9789,03,2023-10-01,9999-12-31,N
C9790,03,2023-10-01,9999-12-31,N
C9791,03,2023-10-01,9999-12-31,N
C9792,03,2023-10-01,9999-12-31,N
C9152,03,2023-10-01,2023-12-31,N
C9153,03,2023-10-01,2023-12-31,N
C9154,03,2023-10-01,2023-12-31,N
C9155,03,2023-10-01,2023-12-31,N
C9156,03,2023-10-01,2023-12-31,N
C9157,03,2023-10-01,2023-12-31,N
C9158,03,2023-10-01,2023-12-31,N
J7214,03,2023-10-01,9999-12-31,N
90380,03,2023-07-17,9999-12-31,N
90381,03,2023-07-17,9999-12-31,N
A2022,03,2023-10-01,9999-12-31,N
A2023,03,2023-10-01,9999-12-31,N
A2024,03,2023-10-01,9999-12-31,N
A2025,03,2023-10-01,9999-12-31,N
A9573,03,2023-10-01,9999-12-31,N
A9603,03,2023-10-01,9999-12-31,N
A9697,03,2023-10-01,9999-12-31,N
J0349,03,2023-10-01,9999-12-31,N
J0801,03,2023-10-01,9999-12-31,N
J0802,03,2023-10-01,9999-12-31,N
J0874,03,2023-10-01,9999-12-31,N
J0889,03,2023-10-01,9999-12-31,N
J2359,03,2023-10-01,9999-12-31,N
J2781,03,2023-10-01,9999-12-31,N
J7353,03,2023-10-01,9999-12-31,N
J7519,03,2023-10-01,9999-12-31,N
J9051,03,2023-10-01,9999-12-31,N
J9064,03,2023-10-01,9999-12-31,N
J9345,03,2023-10-01,9999-12-31,N
Q4285,03,2023-10-01,9999-12-31,N
Q4286,03,2023-10-01,9999-12-31,N
A9156,03,2023-10-01,9999-12-31,N
A9268,03,2023-10-01,9999-12-31,N
A9269,03,2023-10-01,9999-12-31,N
A9292,03,2023-10-01,9999-12-31,N
B4148,03,2023-10-01,9999-12-31,N
E0490,03,2023-10-01,9999-12-31,N
E0491,03,2023-10-01,9999-12-31,N
H2040,03,2023-10-01,9999-12-31,N
H2041,03,2023-10-01,9999-12-31,N
K1036,03,2023-10-01,9999-12-31,N
L1681,03,2023-10-01,9999-12-31,N
L5991,03,2023-10-01,9999-12-31,N
V2526,03,2023-10-01,9999-12-31,N
90589,03,2023-11-09,9999-12-31,N
90623,03,2023-10-20,9999-12-31,N
90679,03,2023-05-03,9999-12-31,N
90683,03,2024-01-01,9999-12-31,N
90480,03,2023-09-11,9999-12-31,N
91318,03,2023-09-11,9999-12-31,N
91319,03,2023-09-11,9999-12-31,N
91320,03,2023-09-11,9999-12-31,N
91321,03,2023-09-11,9999-12-31,N
91322,03,2023-09-11,9999-12-31,N
0420U,03,2024-01-01,9999-12-31,N
0421U,03,2024-01-01,9999-12-31,N
0422U,03,2024-01-01,9999-12-31,N
0423U,03,2024-01-01,9999-12-31,N
0424U,03,2024-01-01,9999-12-31,N
0425U,03,2024-01-01,9999-12-31,N
0426U,03,2024-01-01,9999-12-31,N
0427U,03,2024-01-01,9999-12-31,N
0428U,03,2024-01-01,2025-01-01,N
0429U,03,2024-01-01,9999-12-31,N
0430U,03,2024-01-01,9999-12-31,N
0431U,03,2024-01-01,9999-12-31,N
0432U,03,2024-01-01,9999-12-31,N
0433U,03,2024-01-01,9999-12-31,N
0434U,03,2024-01-01,9999-12-31,N
0435U,03,2024-01-01,9999-12-31,N
0436U,03,2024-01-01,9999-12-31,N
0437U,03,2024-01-01,9999-12-31,N
0438U,03,2024-01-01,9999-12-31,N
0859T,03,2024-01-01,9999-12-31,N
0860T,03,2024-01-01,9999-12-31,N
97550,03,2024-01-01,9999-12-31,N
97551,03,2024-01-01,9999-12-31,N
97552,03,2024-01-01,9999-12-31,N
96380,03,2023-10-06,9999-12-31,N
96381,03,2023-10-06,9999-12-31,N
0439U,03,2024-04-01,9999-12-31,N
0440U,03,2024-04-01,9999-12-31,N
0441U,03,2024-04-01,9999-12-31,N
0442U,03,2024-04-01,9999-12-31,N
0443U,03,2024-04-01,9999-12-31,N
0444U,03,2024-04-01,9999-12-31,N
0445U,03,2024-04-01,9999-12-31,N
0446U,03,2024-04-01,9999-12-31,N
0447U,03,2024-04-01,9999-12-31,N
0448U,03,2024-04-01,2025-01-01,N
0449U,03,2024-04-01,9999-12-31,N
0784T,03,2024-01-01,9999-12-31,Y
0785T,03,2024-01-01,9999-12-31,Y
0786T,03,2024-01-01,9999-12-31,Y
0787T,03,2024-01-01,9999-12-31,Y
0788T,03,2024-01-01,9999-12-31,Y
0789T,03,2024-01-01,9999-12-31,Y
0790T,03,2024-01-01,9999-12-31,Y
0811T,03,2024-01-01,9999-12-31,N
0812T,03,2024-01-01,9999-12-31,N
0813T,03,2024-01-01,9999-12-31,Y
0814T,03,2024-01-01,9999-12-31,Y
0815T,03,2024-01-01,9999-12-31,N
0816T,03,2024-01-01,9999-12-31,Y
0817T,03,2024-01-01,9999-12-31,Y
0818T,03,2024-01-01,9999-12-31,Y
0819T,03,2024-01-01,9999-12-31,Y
0820T,03,2024-01-01,9999-12-31,Y
0821T,03,2024-01-01,9999-12-31,N
0822T,03,2024-01-01,9999-12-31,N
0823T,03,2024-01-01,9999-12-31,Y
0824T,03,2024-01-01,9999-12-31,Y
0825T,03,2024-01-01,9999-12-31,Y
0826T,03,2024-01-01,9999-12-31,Y
0827T,03,2024-01-01,9999-12-31,N
0828T,03,2024-01-01,9999-12-31,N
0829T,03,2024-01-01,9999-12-31,N
0830T,03,2024-01-01,9999-12-31,N
0831T,03,2024-01-01,9999-12-31,N
0832T,03,2024-01-01,9999-12-31,N
0833T,03,2024-01-01,9999-12-31,N
0834T,03,2024-01-01,9999-12-31,N
0835T,03,2024-01-01,9999-12-31,N
0836T,03,2024-01-01,9999-12-31,N
0837T,03,2024-01-01,9999-12-31,N
0838T,03,2024-01-01,9999-12-31,N
0839T,03,2024-01-01,9999-12-31,N
0840T,03,2024-01-01,9999-12-31,N
0841T,03,2024-01-01,9999-12-31,N
0842T,03,2024-01-01,9999-12-31,N
0843T,03,2024-01-01,9999-12-31,N
0844T,03,2024-01-01,9999-12-31,N
0845T,03,2024-01-01,9999-12-31,N
0846T,03,2024-01-01,9999-12-31,N
0847T,03,2024-01-01,9999-12-31,N
0848T,03,2024-01-01,9999-12-31,N
0849T,03,2024-01-01,9999-12-31,N
0850T,03,2024-01-01,9999-12-31,N
0851T,03,2024-01-01,9999-12-31,N
0852T,03,2024-01-01,9999-12-31,N
0853T,03,2024-01-01,9999-12-31,N
0854T,03,2024-01-01,9999-12-31,N
0855T,03,2024-01-01,9999-12-31,N
0856T,03,2024-01-01,9999-12-31,N
0857T,03,2024-01-01,9999-12-31,N
0858T,03,2024-01-01,9999-12-31,N
0861T,03,2024-01-01,9999-12-31,Y
0862T,03,2024-01-01,9999-12-31,Y
0863T,03,2024-01-01,9999-12-31,Y
0864T,03,2024-01-01,9999-12-31,Y
0865T,03,2024-01-01,9999-12-31,N
0866T,03,2024-01-01,9999-12-31,N
0867T,03,2024-07-01,9999-12-31,Y
0868T,03,2024-07-01,9999-12-31,N
0869T,03,2024-07-01,9999-12-31,Y
0870T,03,2024-07-01,9999-12-31,Y
0871T,03,2024-07-01,9999-12-31,Y
0872T,03,2024-07-01,9999-12-31,Y
0873T,03,2024-07-01,9999-12-31,Y
0874T,03,2024-07-01,9999-12-31,Y
0875T,03,2024-07-01,9999-12-31,Y
0876T,03,2024-07-01,9999-12-31,N
0877T,03,2024-07-01,9999-12-31,N
0878T,03,2024-07-01,9999-12-31,N
0879T,03,2024-07-01,9999-12-31,N
0880T,03,2024-07-01,9999-12-31,N
0881T,03,2024-07-01,9999-12-31,N
0882T,03,2024-07-01,9999-12-31,N
0883T,03,2024-07-01,9999-12-31,N
0884T,03,2024-07-01,9999-12-31,Y
0885T,03,2024-07-01,9999-12-31,Y
0886T,03,2024-07-01,9999-12-31,Y
0887T,03,2024-07-01,9999-12-31,N
0888T,03,2024-07-01,9999-12-31,Y
0889T,03,2024-07-01,9999-12-31,N
0890T,03,2024-07-01,9999-12-31,Y
0891T,03,2024-07-01,9999-12-31,Y
0892T,03,2024-07-01,9999-12-31,Y
0893T,03,2024-07-01,9999-12-31,N
0894T,03,2024-07-01,9999-12-31,N
0895T,03,2024-07-01,9999-12-31,N
0896T,03,2024-07-01,9999-12-31,N
0897T,03,2024-07-01,9999-12-31,N
0898T,03,2024-07-01,9999-12-31,N
0899T,03,2024-07-01,9999-12-31,N
0900T,03,2024-07-01,9999-12-31,N
22836,03,2024-01-01,9999-12-31,Y
22837,03,2024-01-01,9999-12-31,Y
22838,03,2024-01-01,9999-12-31,Y
27278,03,2024-01-01,9999-12-31,Y
31242,03,2024-01-01,9999-12-31,Y
31243,03,2024-01-01,9999-12-31,Y
33276,03,2024-01-01,9999-12-31,Y
33277,03,2024-01-01,9999-12-31,Y
33278,03,2024-01-01,9999-12-31,Y
33279,03,2024-01-01,9999-12-31,Y
33280,03,2024-01-01,9999-12-31,Y
33281,03,2024-01-01,9999-12-31,Y
