DGNS_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT,CC_CD,ACC_CD
P0449,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P045,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P046,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P0481,2018-10-01,2026-12-31,0,999,0,2,X,82,0
P0489,2018-10-01,2026-12-31,0,999,0,2,X,82,0
P049,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P0720,2015-10-01,2026-12-31,0,999,0,1,X,244,0
P0726,2015-10-01,2026-12-31,0,999,0,1,X,244,0
P0732,2015-10-01,2026-12-31,0,999,0,1,X,245,0
P0733,2015-10-01,2026-12-31,0,999,0,1,X,245,0
P290,2021-01-01,2026-12-31,0,999,0,999,X,130,0
P560,2021-01-01,2026-12-31,0,999,0,999,X,69,0
P5690,2021-01-01,2026-12-31,0,999,0,999,X,69,0
P5699,2021-01-01,2026-12-31,0,999,0,999,X,69,0
P591,2015-10-01,2026-12-31,0,999,0,999,X,351,0
P5920,2015-10-01,2026-12-31,0,999,0,999,X,351,0
P5929,2015-10-01,2026-12-31,0,999,0,999,X,351,0
P7884,2017-10-01,2026-12-31,0,999,0,999,X,351,0
P930,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P938,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P961,2015-10-01,2026-12-31,0,999,0,2,X,82,0
P962,2015-10-01,2026-12-31,0,999,0,2,X,82,0
Q810,2021-01-01,2026-12-31,0,999,0,999,X,219,0
Q811,2021-01-01,2026-12-31,0,999,0,999,X,219,0
Q812,2021-01-01,2026-12-31,0,999,0,999,X,219,0
Q818,2021-01-01,2026-12-31,0,999,0,999,X,219,0
Q819,2021-01-01,2026-12-31,0,999,0,999,X,219,0
S061X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S061X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S061X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S061X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S062X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S062X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S062X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S062X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06303A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06304A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06305A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06306A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06313A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06314A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06315A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06316A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06323A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06324A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06325A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06326A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06333A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06334A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06335A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06336A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06343A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06344A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06345A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06346A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06353A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06354A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06355A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06356A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06363A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06364A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06365A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06366A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06373A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06374A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06375A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06376A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06383A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06384A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06385A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06386A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S064X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S064X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S064X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S064X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S065X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S065X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S065X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S065X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S066X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S066X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S066X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S066X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06813A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06814A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06815A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06816A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06823A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06824A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06825A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06826A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06893A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06894A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06895A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S06896A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S069X3A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S069X4A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S069X5A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S069X6A,2021-01-01,2026-12-31,0,999,0,999,X,223,0
S12000A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12000B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12001A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12001B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1201XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1201XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1202XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1202XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12030A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12030B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12031A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12031B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12040A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12040B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12041A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12041B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12090A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12090B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12091A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12091B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12100A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12100B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12101A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12101B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12110A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12110B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12111A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12111B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12112A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12112B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12120A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12120B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12121A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12121B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12130A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12130B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12131A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12131B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1214XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1214XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12150A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12150B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12151A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12151B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12190A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12190B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12191A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12191B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12200A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12200B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12201A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12201B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12230A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12230B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12231A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12231B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1224XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1224XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12250A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12250B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12251A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12251B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12290A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12290B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12291A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12291B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12300A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12300B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12301A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12301B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12330A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12330B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12331A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12331B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1234XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1234XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12350A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12350B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12351A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12351B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12390A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12390B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12391A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12391B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12400A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12400B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12401A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12401B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12430A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12430B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12431A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12431B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1244XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1244XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12450A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12450B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12451A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12451B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12490A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12490B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12491A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12491B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12500A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12500B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12501A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12501B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12530A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12530B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12531A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12531B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1254XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1254XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12550A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12550B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12551A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12551B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12590A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12590B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12591A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12591B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12600A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12600B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12601A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12601B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12630A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12630B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12631A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12631B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1264XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S1264XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12650A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12650B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12651A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12651B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12690A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12690B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12691A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S12691B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S128XXA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S129XXA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22000A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22000B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22001A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22001B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22002A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22002B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22008A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22008B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22009A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22009B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22010A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22010B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22011A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22011B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22012A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22012B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22018A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22018B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22019A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22019B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22020A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22020B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22021A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22021B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22022A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22022B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22028A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22028B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22029A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22029B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22030A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22030B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22031A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22031B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22032A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22032B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22038A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22038B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22039A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22039B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22040A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22040B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22041A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22041B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22042A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22042B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22048A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22048B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22049A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22049B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22050A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22050B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22051A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22051B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22052A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22052B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22058A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22058B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22059A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22059B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22060A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22060B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22061A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22061B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22062A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22062B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22068A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22068B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22069A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22069B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22070A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22070B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22071A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22071B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22072A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22072B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22078A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22078B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22079A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22079B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22080A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22080B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22081A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22081B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22082A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22082B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22088A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22088B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22089A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S22089B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32000A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32000B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32001A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32001B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32002A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32002B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32008A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32008B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32009A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32009B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32010A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32010B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32011A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32011B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32012A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32012B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32018A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32018B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32019A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32019B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32020A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32020B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32021A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32021B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32022A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32022B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32028A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32028B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32029A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32029B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32030A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32030B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32031A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32031B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32032A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32032B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32038A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32038B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32039A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32039B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32040A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32040B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32041A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32041B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32042A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32042B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32048A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32048B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32049A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32049B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32050A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32050B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32051A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32051B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32052A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32052B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32058A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32058B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32059A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32059B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3210XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3210XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32110A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32110B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32111A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32111B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32112A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32112B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32119A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32119B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32120A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32120B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32121A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32121B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32122A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32122B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32129A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32129B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32130A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32130B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32131A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32131B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32132A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32132B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32139A,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S32139B,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3214XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3214XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3215XA,2021-01-01,2026-12-31,0,999,0,999,X,228,0
S3215XB,2021-01-01,2026-12-31,0,999,0,999,X,228,0
